cell_id,source_cycle_id,elapsed_test_s,voltage_V,current_A,temperature_C,charge_capacity_Ah,discharge_capacity_Ah
1384fa5a1bee2272f0272bc4,0,0.0,3.534085,1.5024213,22.70248,0.0,0.0
1384fa5a1bee2272f0272bc4,0,100.000004749745,3.5602422,1.5022242000000001,23.539097,0.0417344213090007,0.0
1384fa5a1bee2272f0272bc4,0,200.00000949949,3.57533,1.5014368,23.823231,0.0834688255068631,0.0
1384fa5a1bee2272f0272bc4,0,300.000014249235,3.5912449,1.5022246000000001,24.146828,0.12520296739074702,0.0
1384fa5a1bee2272f0272bc4,0,400.000018998981,3.6075931,1.5028151,24.099472,0.16693683878852,0.0
1384fa5a1bee2272f0272bc4,0,500.000023748726,3.6250839,1.5022244,24.273109,0.208669564593302,0.0
1384fa5a1bee2272f0272bc4,0,600.000028498471,3.6442685,1.5034056,24.265215,0.25040301699863,0.0
1384fa5a1bee2272f0272bc4,0,700.000033248216,3.6629014,1.5016339,24.241537,0.29213648001478404,0.0
1384fa5a1bee2272f0272bc4,0,800.000037997961,3.6818891,1.5028152000000001,24.367819,0.33385853257643,0.0
1384fa5a1bee2272f0272bc4,0,900.000042747706,3.6986706,1.5028151,24.202074,0.375577673283623,0.0
1384fa5a1bee2272f0272bc4,0,1000.00004749745,3.7127736,1.5010428,24.217859,0.41729740842020696,0.0
1384fa5a1bee2272f0272bc4,0,1100.0000522472,3.72404,1.5018308999999999,24.367819,0.45901698409105096,0.0
1384fa5a1bee2272f0272bc4,0,1200.00005699694,3.7346368,1.5020273,24.620382,0.500733988013034,0.0
1384fa5a1bee2272f0272bc4,0,1300.00006174669,3.7459033,1.503012,24.573027,0.542449863622233,0.0
1384fa5a1bee2272f0272bc4,0,1400.00006649643,3.7576032,1.5008466,24.675631,0.5841661031040449,0.0
1384fa5a1bee2272f0272bc4,0,1500.00007124618,3.7700515,1.5024214,24.722986,0.6258827602868651,0.0
1384fa5a1bee2272f0272bc4,0,1600.00007599592,3.7829332,1.5028151,25.022905,0.6676001744816079,0.0
1384fa5a1bee2272f0272bc4,0,1700.00008074567,3.7963269,1.5026183000000002,25.101831,0.7093178604399281,0.0
1384fa5a1bee2272f0272bc4,0,1800.00008549541,3.809957,1.5024214,25.196543,0.751035834531521,0.0
1384fa5a1bee2272f0272bc4,0,1900.00009024516,3.8237448,1.5022244,25.243898,0.792753148886447,0.0
1384fa5a1bee2272f0272bc4,0,2000.0000949949,3.8374929,1.5012400000000001,25.496462,0.834471469675632,0.0
1384fa5a1bee2272f0272bc4,0,2100.00009974465,3.8509655,1.5024214,25.393858,0.8761909625605601,0.0
1384fa5a1bee2272f0272bc4,0,2200.00010449439,3.8641624,1.5022244,25.733238,0.917910404299113,0.0
1384fa5a1bee2272f0272bc4,0,2300.00010924414,3.8767288,1.5008469,25.583279,0.959629516668565,0.0
1384fa5a1bee2272f0272bc4,0,2400.00011399388,3.8889802,1.5006498,25.764811,1.00134900725382,0.0
1384fa5a1bee2272f0272bc4,0,2500.00011874363,3.9004042,1.5020273,25.875305,1.0430683514063201,0.0
1384fa5a1bee2272f0272bc4,0,2600.00012349337,3.9114738,1.5008459,25.82795,1.0847869328618,0.0
1384fa5a1bee2272f0272bc4,0,2700.00012824312,3.9223464,1.5012404,25.946339,1.12650589322842,0.0
1384fa5a1bee2272f0272bc4,0,2800.00013299286,3.9327068,1.501437,25.946339,1.168226152972,0.0
1384fa5a1bee2272f0272bc4,0,2900.00013774261,3.9432249,1.5026184,25.772701,1.20997273953688,0.0
1384fa5a1bee2272f0272bc4,0,3000.00014249235,3.9534671,1.5022247,25.930553,1.2517263932299099,0.0
1384fa5a1bee2272f0272bc4,0,3100.0001472421,3.9639063,1.5039963,26.198902,1.29347897351671,0.0
1384fa5a1bee2272f0272bc4,0,3200.00015199184,3.9744244,1.5043898999999998,25.906876,1.3352477741154,0.0
1384fa5a1bee2272f0272bc4,0,3300.00015674159,3.9855728,1.5049807000000002,26.017372,1.37703070002713,0.0
1384fa5a1bee2272f0272bc4,0,3400.00016149133,3.9972727,1.5041932,25.741133,1.41881393435723,0.0
1384fa5a1bee2272f0272bc4,0,3500.00016624108,4.0100756,1.5036024000000001,25.749023,1.46059724083781,0.0
1384fa5a1bee2272f0272bc4,0,3600.00017099083,4.0239811,1.5039965,26.048943,1.50238058516486,0.0
1384fa5a1bee2272f0272bc4,0,3700.00017574057,4.0392656,1.5047838999999998,25.867414,1.5441640722182202,0.0
1384fa5a1bee2272f0272bc4,0,3800.00018049031,4.0555749,1.5043900000000001,25.83584,1.58594721740953,0.0
1384fa5a1bee2272f0272bc4,0,3900.00018524006,4.0723958,1.5049810000000001,25.654312,1.6277300636660401,0.0
1384fa5a1bee2272f0272bc4,0,4000.00018998981,4.0890198,1.5045870000000001,25.843735,1.66951225830187,0.0
1384fa5a1bee2272f0272bc4,0,4100.00019473955,4.1049347,1.5036025,26.033155,1.71129352591241,0.0
1384fa5a1bee2272f0272bc4,0,4200.00019948929,4.1197071,1.5053746000000001,25.851627,1.75307523544522,0.0
1384fa5a1bee2272f0272bc4,0,4300.00020423904,4.132431,1.5043905,25.764811,1.79485640558255,0.0
1384fa5a1bee2272f0272bc4,0,4400.00020898879,4.1425161,1.5028152000000001,25.788485,1.83663625124647,0.0
1384fa5a1bee2272f0272bc4,0,4500.00021373853,4.1503553,1.5028151,25.859518,1.87841172181234,0.0
1384fa5a1bee2272f0272bc4,0,4600.00021848828,4.157052,1.5037996,26.033155,1.92018430846544,0.0
1384fa5a1bee2272f0272bc4,0,4700.00022323802,4.1632762,1.5034056,25.970016,1.96195298149048,0.0
1384fa5a1bee2272f0272bc4,0,4800.00022798777,4.1696582,1.503012,25.820057,2.00371566712538,0.0
1384fa5a1bee2272f0272bc4,0,4900.00023273751,4.1763549,1.5026183000000002,26.262045,2.04547445608832,0.0
1384fa5a1bee2272f0272bc4,0,5000.00023748726,4.1838789,1.5032086999999998,26.056833,2.08723164928813,0.0
1384fa5a1bee2272f0272bc4,0,5100.000242237,4.1926246,1.503012,26.19101,2.12898759278659,0.0
1384fa5a1bee2272f0272bc4,0,5191.27224657219,4.1997547,1.4281936000000002,26.198902,2.16685835163513,0.0
1384fa5a1bee2272f0272bc4,0,5291.27225132193,4.1996756,1.2181204,26.285719,2.20346910920336,0.0
1384fa5a1bee2272f0272bc4,0,5391.27225607168,4.1997151,1.037186,26.285719,2.23475256639879,0.0
1384fa5a1bee2272f0272bc4,0,5491.27226082142,4.1997547,0.8660955800000001,26.119976,2.26114806178657,0.0
1384fa5a1bee2272f0272bc4,0,5591.27226557117,4.1997547,0.71725262,26.07262,2.28309927572154,0.0
1384fa5a1bee2272f0272bc4,0,5691.27227032091,4.1998334,0.58790131,26.056833,2.3011529156055,0.0
1384fa5a1bee2272f0272bc4,0,5791.27227507066,4.1998334,0.47961594,25.922661,2.31590029581753,0.0
1384fa5a1bee2272f0272bc4,0,5891.2722798204,4.1998334,0.39042877,25.725346,2.3279154803533304,0.0
1384fa5a1bee2272f0272bc4,0,5991.27228457015,4.1998334,0.31876337,25.64642,2.33771949470752,0.0
1384fa5a1bee2272f0272bc4,0,6091.2722893199,4.1997151,0.26166785,25.464888,2.3457541632500103,0.0
1384fa5a1bee2272f0272bc4,0,6191.27229406964,4.1999121,0.21677881,25.52014,2.35237866213925,0.0
1384fa5a1bee2272f0272bc4,0,6291.27229881938,4.1997938,0.18055251000000003,25.1334,2.35788558326227,0.0
1384fa5a1bee2272f0272bc4,0,6391.27230356913,4.1997938,0.15357941,25.28336,2.36250565043234,0.0
1384fa5a1bee2272f0272bc4,0,6491.27230831888,4.1998334,0.12936333,25.172865,2.36641844650276,0.0
1384fa5a1bee2272f0272bc4,0,6591.27231306862,4.1997938,0.11026553,24.97555,2.3697666854828,0.0
1384fa5a1bee2272f0272bc4,0,6691.27231781837,4.1998334,0.09805883,25.117617,2.37266048295889,0.0
1384fa5a1bee2272f0272bc4,0,6791.27232256811,4.1998334,0.08427699300000001,25.022905,2.37517662805232,0.0
1384fa5a1bee2272f0272bc4,0,6891.27232731786,4.1999121,0.075417343,24.778234,2.37739008740439,0.0
1384fa5a1bee2272f0272bc4,0,6991.2723320676,4.1997938,0.066557793,24.809805,2.3793582078014,0.0
