cell_id,source_cycle_id,elapsed_test_s,voltage_V,current_A,temperature_C,charge_capacity_Ah,discharge_capacity_Ah
LFP_SOC30_M2,,37570.62,,,,,
LFP_SOC30_M2,,41089.14,,,,,
LFP_SOC30_M2,,53815.2,,,,,
LFP_SOC30_M2,,57035.16,,,,,
LFP_SOC30_M2,,65522.88,,,,,
LFP_SOC30_M2,,67723.56000000001,,,,,
LFP_SOC30_M2,,69854.45999999999,,,,,
LFP_SOC30_M2,,71737.98,,,,,
LFP_SOC30_M2,,73544.64,,,,,
LFP_SOC30_M2,,75355.8,,,,,
LFP_SOC30_M2,,77251.92,,,,,
LFP_SOC30_M2,,79099.73999999999,,,,,
LFP_SOC30_M2,,81045.66,,,,,
LFP_SOC30_M2,,83037.18,,,,,
LFP_SOC30_M2,,85041.48,,,,,
LFP_SOC30_M2,,87090.36,,,,,
LFP_SOC30_M2,,89121.72,,,,,
LFP_SOC30_M2,,96778.31999999999,,,,,
LFP_SOC30_M2,,97601.76,,,,,
LFP_SOC30_M2,,98295.72,,,,,
LFP_SOC30_M2,,98870.04000000001,,,,,
LFP_SOC30_M2,,99359.94,,,,,
LFP_SOC30_M2,,99793.8,,,,,
LFP_SOC30_M2,,100194.78,,,,,
LFP_SOC30_M2,,100555.20000000001,,,,,
LFP_SOC30_M2,,100888.56000000001,,,,,
LFP_SOC30_M2,,101199.95999999999,,,,,
LFP_SOC30_M2,,101485.56,,,,,
LFP_SOC30_M2,,101760.84,,,,,
LFP_SOC30_M2,,102018.48,,,,,
LFP_SOC30_M2,,102257.28,,,,,
LFP_SOC30_M2,,102482.45999999999,,,,,
LFP_SOC30_M2,,102702.54000000001,,,,,
LFP_SOC30_M2,,102899.09999999999,,,,,
LFP_SOC30_M2,,103092.54000000001,,,,,
LFP_SOC30_M2,,103272.42000000001,,,,,
LFP_SOC30_M2,,103446.18000000001,,,,,
LFP_SOC30_M2,,103609.79999999999,,,,,
LFP_SOC30_M2,,103764.78,,,,,
LFP_SOC30_M2,,103912.92,,,,,
LFP_SOC30_M2,,104052.78,,,,,
LFP_SOC30_M2,,104188.38,,,,,
LFP_SOC30_M2,,104313.18000000001,,,,,
LFP_SOC30_M2,,104436.18000000001,,,,,
LFP_SOC30_M2,,104552.76000000001,,,,,
LFP_SOC30_M2,,104663.7,,,,,
LFP_SOC30_M2,,104770.86,,,,,
LFP_SOC30_M2,,104871.9,,,,,
LFP_SOC30_M2,,104969.52,,,,,
LFP_SOC30_M2,,105059.76000000001,,,,,
LFP_SOC30_M2,,105149.22,,,,,
LFP_SOC30_M2,,105232.73999999999,,,,,
LFP_SOC30_M2,,105314.82,,,,,
LFP_SOC30_M2,,105390.96,,,,,
LFP_SOC30_M2,,105467.28,,,,,
LFP_SOC30_M2,,105540.48,,,,,
LFP_SOC30_M2,,105610.5,,,,,
LFP_SOC30_M2,,105678.72,,,,,
LFP_SOC30_M2,,105747.06,,,,,
LFP_SOC30_M2,,105812.76000000001,,,,,
LFP_SOC30_M2,,105876.72,,,,,
LFP_SOC30_M2,,105943.5,,,,,
LFP_SOC30_M2,,106006.98,,,,,
LFP_SOC30_M2,,106069.62,,,,,
LFP_SOC30_M2,,106129.31999999999,,,,,
LFP_SOC30_M2,,106191.59999999999,,,,,
LFP_SOC30_M2,,106246.74,,,,,
LFP_SOC30_M2,,106304.45999999999,,,,,
LFP_SOC30_M2,,106359.18000000001,,,,,
LFP_SOC30_M2,,106408.08,,,,,
LFP_SOC30_M2,,106456.8,,,,,
LFP_SOC30_M2,,106503.84000000001,,,,,
LFP_SOC30_M2,,106549.31999999999,,,,,
LFP_SOC30_M2,,106588.98,,,,,
LFP_SOC30_M2,,106631.88,,,,,
LFP_SOC30_M2,,106668.54,,,,,
LFP_SOC30_M2,,106705.86,,,,,
LFP_SOC30_M2,,106744.5,,,,,
LFP_SOC30_M2,,106787.4,,,,,
LFP_SOC30_M2,,106827.48000000001,,,,,
LFP_SOC30_M2,,106867.32,,,,,
LFP_SOC30_M2,,106910.04000000001,,,,,
LFP_SOC30_M2,,106954.62,,,,,
LFP_SOC30_M2,,107000.1,,,,,
LFP_SOC30_M2,,107048.81999999999,,,,,
LFP_SOC30_M2,,107095.86,,,,,
LFP_SOC30_M2,,107143.14,,,,,
LFP_SOC30_M2,,107189.64,,,,,
LFP_SOC30_M2,,107234.04,,,,,
LFP_SOC30_M2,,107273.76,,,,,
LFP_SOC30_M2,,107314.14,,,,,
LFP_SOC30_M2,,107351.46,,,,,
LFP_SOC30_M2,,107390.22,,,,,
LFP_SOC30_M2,,107429.04,,,,,
LFP_SOC30_M2,,107468.87999999999,,,,,
LFP_SOC30_M2,,107513.64,,,,,
LFP_SOC30_M2,,107559.48,,,,,
LFP_SOC30_M2,,107628.18000000001,,,,,
LFP_SOC30_M2,,107705.94,,,,,
LFP_SOC30_M2,,107811.0,,,,,
LFP_SOC30_M2,,107950.26000000001,,,,,
LFP_SOC30_M2,,108139.31999999999,,,,,
LFP_SOC30_M2,,108440.45999999999,,,,,
LFP_SOC30_M2,,108890.16,,,,,
LFP_SOC30_M2,,109341.42,,,,,
LFP_SOC30_M2,,109838.76,,,,,
LFP_SOC30_M2,,110468.34,,,,,
LFP_SOC30_M2,,111215.76,,,,,
LFP_SOC30_M2,,112224.72,,,,,
LFP_SOC30_M2,,113552.64,,,,,
LFP_SOC30_M2,,115622.57999999999,,,,,
LFP_SOC30_M2,,154956.72,,,,,
LFP_SOC30_M2,,157369.32,,,,,
LFP_SOC30_M2,,183875.03999999998,,,,,
LFP_SOC30_M2,,184333.14,,,,,
LFP_SOC30_M2,,185683.08,,,,,
LFP_SOC30_M2,,187023.6,,,,,
LFP_SOC30_M2,,188686.56,,,,,
LFP_SOC30_M2,,190054.44,,,,,
LFP_SOC30_M2,,191452.44,,,,,
LFP_SOC30_M2,,192448.74,,,,,
LFP_SOC30_M2,,192733.86000000002,,,,,
LFP_SOC30_M2,,193636.13999999998,,,,,
LFP_SOC30_M2,,193977.48,,,,,
LFP_SOC30_M2,,194594.94,,,,,
LFP_SOC30_M2,,195074.04,,,,,
LFP_SOC30_M2,,195517.26,,,,,
LFP_SOC30_M2,,195826.5,,,,,
LFP_SOC30_M2,,196275.30000000002,,,,,
LFP_SOC30_M2,,196688.4,,,,,
LFP_SOC30_M2,,197074.8,,,,,
LFP_SOC30_M2,,197343.3,,,,,
LFP_SOC30_M2,,197638.98,,,,,
LFP_SOC30_M2,,197886.48,,,,,
LFP_SOC30_M2,,198227.4,,,,,
LFP_SOC30_M2,,198538.74,,,,,
LFP_SOC30_M2,,198749.64,,,,,
LFP_SOC30_M2,,198940.86000000002,,,,,
LFP_SOC30_M2,,199276.68,,,,,
LFP_SOC30_M2,,199430.22,,,,,
LFP_SOC30_M2,,199671.6,,,,,
LFP_SOC30_M2,,199859.16,,,,,
LFP_SOC30_M2,,200044.62000000002,,,,,
LFP_SOC30_M2,,200237.28,,,,,
LFP_SOC30_M2,,200430.24,,,,,
LFP_SOC30_M2,,200594.4,,,,,
LFP_SOC30_M2,,200738.88,,,,,
LFP_SOC30_M2,,200894.1,,,,,
LFP_SOC30_M2,,201128.1,,,,,
LFP_SOC30_M2,,201242.4,,,,,
LFP_SOC30_M2,,201409.26,,,,,
LFP_SOC30_M2,,201569.1,,,,,
LFP_SOC30_M2,,201782.94,,,,,
LFP_SOC30_M2,,201903.72,,,,,
LFP_SOC30_M2,,202056.3,,,,,
LFP_SOC30_M2,,202191.84,,,,,
LFP_SOC30_M2,,202348.26,,,,,
LFP_SOC30_M2,,202571.22,,,,,
LFP_SOC30_M2,,202754.04,,,,,
LFP_SOC30_M2,,202890.72,,,,,
LFP_SOC30_M2,,203011.56,,,,,
LFP_SOC30_M2,,203177.28,,,,,
LFP_SOC30_M2,,203394.42,,,,,
LFP_SOC30_M2,,203510.76,,,,,
LFP_SOC30_M2,,203618.88,,,,,
LFP_SOC30_M2,,203857.19999999998,,,,,
LFP_SOC30_M2,,203943.96,,,,,
LFP_SOC30_M2,,204087.12000000002,,,,,
LFP_SOC30_M2,,204235.56,,,,,
LFP_SOC30_M2,,204422.63999999998,,,,,
LFP_SOC30_M2,,204521.63999999998,,,,,
LFP_SOC30_M2,,204632.87999999998,,,,,
LFP_SOC30_M2,,204765.0,,,,,
LFP_SOC30_M2,,205005.96,,,,,
LFP_SOC30_M2,,205138.56,,,,,
LFP_SOC30_M2,,205267.08,,,,,
NCA_HEI_SOC0_M1,,51490.799999999996,,,,,
NCA_HEI_SOC0_M1,,54537.3,,,,,
NCA_HEI_SOC0_M1,,64174.799999999996,,,,,
NCA_HEI_SOC0_M1,,66306.0,,,,,
NCA_HEI_SOC0_M1,,68505.72,,,,,
NCA_HEI_SOC0_M1,,70749.18000000001,,,,,
NCA_HEI_SOC0_M1,,72978.59999999999,,,,,
NCA_HEI_SOC0_M1,,75198.90000000001,,,,,
NCA_HEI_SOC0_M1,,77368.56000000001,,,,,
NCA_HEI_SOC0_M1,,79478.64,,,,,
NCA_HEI_SOC0_M1,,81473.58,,,,,
NCA_HEI_SOC0_M1,,83160.84,,,,,
NCA_HEI_SOC0_M1,,85820.22,,,,,
