cell_id,source_cycle_id,timestamp,elapsed_test_s,voltage_V,current_A,temperature_C,charge_capacity_Ah,discharge_capacity_Ah
sanyo_033,,2013-03-16T01:59:52.62,,3.505941065523075,-2.408857759088278,,,
sanyo_033,,2013-03-16T01:59:52.71,,3.499389945500298,-2.579209476709366,,,
sanyo_033,,2013-03-16T01:59:52.77,,3.503029456624063,-2.472211703658104,,,
sanyo_033,,2013-03-16T01:59:53.29,,3.501573652174557,-2.421528548002243,,,
sanyo_033,,2013-03-16T01:59:53.94,,3.500845749949804,-2.368029661476612,,,
sanyo_033,,2013-03-16T01:59:54.59,,3.501573652174557,-2.303267851471901,,,
sanyo_033,,2013-03-16T01:59:55.22,,3.502665505511686,-2.2469532340765,,,
sanyo_033,,2013-03-16T01:59:56.49,,3.501573652174557,-2.180783558636904,,,
sanyo_033,,2013-03-16T01:59:57.13,,3.503029456624063,-2.125876806676388,,,
sanyo_033,,2013-03-16T01:59:59.26,,3.50120970106218,-2.072377920150757,,,
sanyo_033,,2013-03-16T02:00:00.87,,3.50120970106218,-2.021694764494896,,,
sanyo_033,,2013-03-16T02:00:01.97,,3.501573652174557,-1.971011608839035,,,
sanyo_033,,2013-03-16T02:00:02.67,,3.50120970106218,-1.95834081992507,,,
sanyo_033,,2013-03-16T02:00:03.96,,3.501937603286933,-1.916104856878519,,,
sanyo_033,,2013-03-16T02:00:06.11,,3.501573652174557,-1.864013835787773,,,
sanyo_033,,2013-03-16T02:00:08.54,,3.50120970106218,-1.811922814697027,,,
sanyo_033,,2013-03-16T02:00:11.2,,3.501573652174557,-1.761239659041166,,,
sanyo_033,,2013-03-16T02:00:12.65,,3.50120970106218,-1.735898081213236,,,
sanyo_033,,2013-03-16T02:00:13.88,,3.50120970106218,-1.710556503385305,,,
sanyo_033,,2013-03-16T02:00:16.38,,3.50120970106218,-1.659873347729445,,,
sanyo_033,,2013-03-16T02:00:20.18,,3.50120970106218,-1.609190192073584,,,
sanyo_033,,2013-03-16T02:00:22.66,,3.501573652174557,-1.589480075985193,,,
sanyo_033,,2013-03-16T02:00:25.98,,3.50120970106218,-1.554283440113068,,,
sanyo_033,,2013-03-16T02:00:30.48,,3.501573652174557,-1.503600284457207,,,
sanyo_033,,2013-03-16T02:00:32.63,,3.501573652174557,-1.492337360978127,,,
sanyo_033,,2013-03-16T02:00:37.21,,3.501573652174557,-1.452917128801346,,,
sanyo_033,,2013-03-16T02:00:42.63,,3.50120970106218,-1.416312627494335,,,
sanyo_033,,2013-03-16T02:00:44.16,,3.501937603286933,-1.402233973145485,,,
sanyo_033,,2013-03-16T02:00:52.65,,3.501573652174557,-1.358590144664049,,,
sanyo_033,,2013-03-16T02:00:53.17,,3.501573652174557,-1.350142952054739,,,
sanyo_033,,2013-03-16T02:01:02.67,,3.50120970106218,-1.317762047052383,,,
sanyo_033,,2013-03-16T02:01:06.64,,3.501937603286933,-1.296644065529108,,,
sanyo_033,,2013-03-16T02:01:12.63,,3.501573652174557,-1.279749680310488,,,
sanyo_033,,2013-03-16T02:01:20.86,,3.501573652174557,-1.245960909873247,,,
sanyo_033,,2013-03-16T02:01:22.65,,3.501573652174557,-1.245960909873247,,,
sanyo_033,,2013-03-16T02:01:32.67,,3.501573652174557,-1.200909215956926,,,
sanyo_033,,2013-03-16T02:01:36.11,,3.501573652174557,-1.195277754217386,,,
sanyo_033,,2013-03-16T02:01:42.62,,3.501573652174557,-1.181199099868536,,,
sanyo_033,,2013-03-16T02:01:52.64,,3.501573652174557,-1.157265387475491,,,
sanyo_033,,2013-03-16T02:01:54.78,,3.50120970106218,-1.144594598561525,,,
sanyo_033,,2013-03-16T02:02:02.65,,3.501937603286933,-1.130515944212675,,,
sanyo_033,,2013-03-16T02:02:12.62,,3.501937603286933,-1.119253020733595,,,
sanyo_033,,2013-03-16T02:02:20.51,,3.501573652174557,-1.092503577470779,,,
sanyo_033,,2013-03-16T02:02:22.64,,3.50230155439931,-1.085464250296354,,,
sanyo_033,,2013-03-16T02:02:32.65,,3.501573652174557,-1.081240653991699,,,
sanyo_033,,2013-03-16T02:02:42.66,,3.501573652174557,-1.069977730512619,,,
sanyo_033,,2013-03-16T02:02:46.61,,3.50230155439931,-1.036188960075378,,,
sanyo_033,,2013-03-16T02:02:52.62,,3.501937603286933,-1.046044018119574,,,
sanyo_033,,2013-03-16T02:03:02.64,,3.502665505511686,-1.023518171161413,,,
sanyo_033,,2013-03-16T02:03:12.66,,3.501937603286933,-1.012255247682333,,,
sanyo_033,,2013-03-16T02:03:22.62,,3.501937603286933,-1.009439516812563,,,
sanyo_033,,2013-03-16T02:03:32.64,,3.501573652174557,-0.9995844587683678,,,
sanyo_033,,2013-03-16T02:03:38.26,,3.50120970106218,-0.9855058044195176,,,
sanyo_033,,2013-03-16T02:03:42.65,,3.501573652174557,-0.9756507463753225,,,
sanyo_033,,2013-03-16T02:03:52.67,,3.501937603286933,-0.964387822896242,,,
sanyo_033,,2013-03-16T02:04:02.63,,3.501573652174557,-0.950309168547392,,,
sanyo_033,,2013-03-16T02:04:12.66,,3.501573652174557,-0.9404541105031968,,,
sanyo_033,,2013-03-16T02:04:16.47,,3.501573652174557,-0.9348226487636566,,,
sanyo_033,,2013-03-16T02:04:22.63,,3.501573652174557,-0.9193361289799212,,,
sanyo_033,,2013-03-16T02:04:32.64,,3.501573652174557,-0.903849609196186,,,
sanyo_033,,2013-03-16T02:04:42.64,,3.501573652174557,-0.8911788202822208,,,
sanyo_033,,2013-03-16T02:04:48.82,,3.501937603286933,-0.8841394931077957,,,
sanyo_033,,2013-03-16T02:04:52.65,,3.501937603286933,-0.8855473585426807,,,
sanyo_033,,2013-03-16T02:05:02.67,,3.501937603286933,-0.8742844350636005,,,
sanyo_033,,2013-03-16T02:05:12.64,,3.501937603286933,-0.8630215115845203,,,
sanyo_033,,2013-03-16T02:05:22.66,,3.501573652174557,-0.8602057807147503,,,
sanyo_033,,2013-03-16T02:05:32.67,,3.501573652174557,-0.844719260931015,,,
sanyo_033,,2013-03-16T02:05:40.48,,3.50120970106218,-0.8306406065821648,,,
sanyo_033,,2013-03-16T02:05:42.62,,3.501573652174557,-0.8292327411472797,,,
sanyo_033,,2013-03-16T02:05:52.64,,3.501573652174557,-0.8151540867984295,,,
sanyo_033,,2013-03-16T02:06:02.66,,3.501937603286933,-0.8081147596240044,,,
sanyo_033,,2013-03-16T02:06:12.62,,3.501573652174557,-0.8067068941891193,,,
sanyo_033,,2013-03-16T02:06:22.62,,3.501937603286933,-0.7926282398402691,,,
sanyo_033,,2013-03-16T02:06:29.07,,3.501573652174557,-0.7799574509263039,,,
sanyo_033,,2013-03-16T02:06:32.65,,3.501573652174557,-0.7813653163611889,,,
sanyo_033,,2013-03-16T02:06:42.67,,3.501573652174557,-0.7771417200565338,,,
sanyo_033,,2013-03-16T02:06:52.66,,3.501937603286933,-0.7630630657076836,,,
sanyo_033,,2013-03-16T02:07:02.62,,3.501573652174557,-0.7546158730983734,,,
sanyo_033,,2013-03-16T02:07:12.66,,3.501573652174557,-0.7447608150541782,,,
sanyo_033,,2013-03-16T02:07:22.67,,3.501937603286933,-0.732090026140213,,,
sanyo_033,,2013-03-16T02:07:32.68,,3.501573652174557,-0.733497891575098,,,
sanyo_033,,2013-03-16T02:07:37.64,,3.501937603286933,-0.729274295270443,,,
sanyo_033,,2013-03-16T02:07:42.63,,3.501937603286933,-0.7264585644006729,,,
sanyo_033,,2013-03-16T02:07:52.65,,3.501573652174557,-0.7137877754867077,,,
sanyo_033,,2013-03-16T02:08:02.65,,3.501573652174557,-0.7011169865727425,,,
sanyo_033,,2013-03-16T02:08:12.62,,3.50230155439931,-0.6912619285285473,,,
sanyo_033,,2013-03-16T02:08:22.63,,3.501573652174557,-0.6828147359192371,,,
sanyo_033,,2013-03-16T02:08:24.44,,3.501573652174557,-0.6785911396145821,,,
sanyo_033,,2013-03-16T02:08:32.66,,3.501937603286933,-0.6785911396145821,,,
sanyo_033,,2013-03-16T02:08:42.67,,3.501573652174557,-0.674367543309927,,,
sanyo_033,,2013-03-16T02:08:52.67,,3.501937603286933,-0.6645124852657318,,,
sanyo_033,,2013-03-16T02:09:02.62,,3.501937603286933,-0.6588810235261917,,,
sanyo_033,,2013-03-16T02:09:12.65,,3.50120970106218,-0.6490259654819965,,,
sanyo_033,,2013-03-16T02:09:22.66,,3.501937603286933,-0.6377630420029163,,,
sanyo_033,,2013-03-16T02:09:32.62,,3.501937603286933,-0.6349473111331463,,,
sanyo_033,,2013-03-16T02:09:37.74,,3.501937603286933,-0.6279079839587212,,,
sanyo_033,,2013-03-16T02:09:42.63,,3.50120970106218,-0.6307237148284912,,,
sanyo_033,,2013-03-16T02:09:52.65,,3.501573652174557,-0.618052925914526,,,
sanyo_033,,2013-03-16T02:10:02.65,,3.501937603286933,-0.618052925914526,,,
sanyo_033,,2013-03-16T02:10:12.63,,3.501573652174557,-0.6110135987401009,,,
